,sample,Area.20.,Perimeter.20.,Ix.20.,Iy.20.,Ixy.20.,Imin.20.,Imax.20.,Theta.20.,Area.80.,Perimeter.80.,Ix.80.,Iy.80.,Ixy.80.,Imin.80.,Imax.80.,Theta.80.
15,ID_009-Femur_R,875.572895038611,117.722277296779,51361.5102257448,83538.2827081435,10751.6097758422,48099.6177966511,86800.1751372372,-73.1229149980931,892.404285464006,109.085815036533,48305.5851057353,85483.6078972579,-6366.47798040885,47245.5917799649,86543.6012230282,80.5471904307368
16,ID_010-Femur_L,678.062436633944,94.9381627298326,34361.390367225,41344.5530463068,8232.99121423253,28910.1933586092,46795.7500549226,-56.4908112450945,704.942642018294,98.3168343464116,31166.1010127517,53535.2095952151,5903.02793324392,29703.916851949,54997.3937560178,-76.0878141301529
17,ID_010-Femur_R,659.715411299762,93.2328429342328,35295.131631872,35844.2480566938,-7157.19298332419,28407.232611423,42732.1470771428,46.0984276352798,639.848675884261,93.6257444691128,26715.0718231541,42990.2238191926,-6369.19337762889,24518.8795150243,45186.4161273224,70.9750473614484
18,ID_011-Femur_L,733.641255061186,99.3443037577789,40795.8131491972,45623.5200921581,791.624844797452,40669.3204874354,45750.01275392,-80.9215309136934,811.813835401684,102.553395179741,45695.5589555348,61338.2002807135,4713.76793437578,44384.9211728509,62648.8380633973,-74.4616965970922
19,ID_011-Femur_R,871.071182025797,109.47674157075,60469.4955280222,62924.0998352425,5058.42484694804,56491.6144467714,66901.9809164933,-51.818938984346,789.82746595996,101.52974873627,43099.9496477414,58653.1716802913,-4713.11170826782,41783.2058995161,59969.9154285166,74.3907605681313
20,ID_012-Femur_L,637.388241234305,92.5300370437987,27913.3627469334,38617.274442758,3805.760776284,26698.1847843996,39832.4524052918,-72.2917371922869,761.059593138493,101.681253812962,35242.2657353141,63334.8003076186,6194.92933962023,33936.830373326,64640.2356696067,-78.1003631509522
21,ID_012-Femur_R,612.136225947417,90.6756982205336,25964.6057819495,35200.5137816469,-3499.67204680712,24788.3209551773,36376.7986084191,71.4218405824451,740.445978045081,100.773037964943,32894.54876008,61121.4935239658,-6360.45106868254,31527.535346255,62488.5069377907,77.8702834592114
22,ID_013-Femur_R,721.048237481367,100.238993292455,36498.9144916761,48516.1832839585,1297.64961894916,36360.3884181329,48654.7093575016,-83.9066646570286,681.226119599909,96.0525018791565,27878.8635746533,51090.5134995723,-4426.87178925218,27063.2406787621,51906.1363954635,79.5606906096064
23,ID_016-Femur_R,969.386286750986,118.436830313892,73192.82930947,83497.334451511,-1679.90679590287,72925.8759055798,83764.2878554012,80.970646400605,1157.54683948276,122.558888624897,97968.0612980827,118416.516013025,-5761.08017690246,96456.664689954,119927.912621153,75.2999486648053
24,ID_017-Femur_L,873.517457311008,111.632217689306,49465.3062527304,81274.2533446782,-7695.69047528161,47701.278711574,83038.2808858346,77.0895368972781,770.296200588889,100.118538696032,45005.3602044607,50362.9425150145,-985.481199875788,44829.8396653183,50538.4630541568,79.9011495167449
25,ID_017-Femur_R,797.221006278737,106.365166937283,39054.0795023924,70339.38259466,2476.22820905616,38859.2990111949,70534.1630858575,-85.502366177872,766.090459973531,99.6682341557774,43122.4392531846,51329.1556391929,228.326349619748,43116.0916924851,51335.5031998924,-88.4075653610728
26,ID_018-Femur_L,596.487009990715,90.5501124797187,22030.3801006644,37696.0248134258,2268.06474582711,21708.6194659976,38017.7854480926,-81.9255737014564,668.664225193321,94.4546940146105,29449.9889941861,45089.8603733106,6147.8798655618,27322.6727501604,47217.1766173363,-70.9131330298425
27,ID_018-Femur_R,697.945008513481,101.041351584234,32124.6975575302,49284.8707654503,-4475.33412150496,31027.6719046979,50381.8964182826,76.2268298546433,670.458400453743,95.2048289760603,27855.4131455563,48588.2121500724,-6457.79788269542,26008.4841852632,50435.1411103654,74.0394806293107
28,ID_020-Femur_L,842.054294845854,107.793503014837,51800.864475597,64003.295226093,6491.46272021442,48993.4370079033,66810.7226937867,-66.6124853706793,785.421632093991,101.732574983487,43657.0555368668,57852.1744147386,8410.75537143434,39749.3364283356,61759.8935232698,-65.0799586929019
29,ID_020-Femur_R,776.491600273994,103.145035464024,43408.1187126968,55007.1638435981,-2538.01009371562,42877.0838601176,55538.1986961774,78.1823303382133,858.946931416554,107.666992500894,51606.3722488565,71837.4807625349,-11471.7234598661,46427.3236320445,77016.5293793469,65.7026267655562
30,ID_021-Femur_R,706.487136591464,97.0312410249014,34551.6235240902,46641.5154983354,-852.89853937987,34491.7510941175,46701.3879283081,85.9844939615137,723.176475606501,97.247454609985,35794.9834009517,49658.7373245105,-3587.60485351342,34921.6168176391,50532.1039078232,76.3180488976837
31,ID_022-Femur_L,842.778957171068,113.211791216349,50919.3505612667,72864.0652793683,-14088.1231690641,44034.8369614558,79748.5788791792,63.9563963774604,831.46980638147,104.235933158541,47316.4246711293,65433.276202131,3449.87363670384,46681.7237244534,66067.9771488069,-79.5754091858501
32,ID_022-Femur_R,757.8883879674,104.720205287204,40249.96140278,55811.2610543546,6844.19701062495,37668.104561174,58393.1178959607,-69.3318702881094,812.48257430125,102.72802126785,46237.1004418494,60765.9891466372,-158.823888815913,46235.3644512648,60767.7251372218,89.3737656612604
33,ID_023-Femur_L,801.514333246606,104.343213788852,47209.0858951303,59184.4289122502,10471.4950689883,41134.2361467445,65259.278660636,-59.8806063884669,865.090552371574,106.952278649943,50135.4165324028,72850.7457729182,4823.53638730162,49153.5897163867,73832.5725889343,-78.494670573493
34,ID_023-Femur_R,748.271933913637,99.957667788902,41886.9994207848,50326.6626345402,-9084.08682877073,36090.4638068059,56123.1982485191,57.4581430520908,871.650975802623,106.725070710036,50300.3345873619,73969.8672373991,-4641.63744315273,49422.6466992291,74847.5551255319,79.2923559007138
35,ID_024-Femur_L,1255.60184871787,139.094395366595,119995.60741013,155638.677756166,-31197.3487392748,101888.300627373,173745.984538923,59.8686183187504,843.464054255122,104.249299895168,49451.0991403984,65450.6082746565,2197.42278852497,49154.785961551,65746.9214535039,-82.3202306893213
36,ID_024-Femur_R,1092.8331137708,130.820847247502,91877.2099271685,116709.593774243,22027.8527851139,79007.2767975316,129579.52690388,-59.704081187039,817.831939551241,102.689370001582,45721.1329742286,62445.2428770619,-1045.52397251966,45656.0245008845,62510.351350406,86.4365908266533
37,ID_026-Femur_L,824.0364312227,106.120844458145,48501.9322676359,63252.2033352135,8327.11890277317,44753.5102157116,67000.6253871379,-65.7652826269502,930.043661041701,110.550086060109,57155.4279208971,85245.6080558718,7570.20030909025,55245.1901094726,87155.8458672963,-75.8378294524596
38,ID_026-Femur_R,822.606536961328,107.023356817095,55549.4554989748,56909.2450624842,-12655.6568865497,43555.443694979,68903.25686648,46.5375610402574,929.588033917923,110.482125617769,58966.5253753016,82953.6897469007,-8819.9627545192,56072.6041895269,85847.6109326754,71.8348005682554
39,ID_027-Femur_L,720.912712674869,100.380583435153,36617.6786840083,49682.9655072903,6282.8176500161,34086.7009888835,52213.9432024151,-68.0583938378799,811.168676055352,103.230583741787,46155.7638235362,61855.7198621794,7415.64265350956,43206.9497405724,64804.5339451432,-68.3148660351289
40,ID_027-Femur_R,754.372592059007,106.175486620843,40662.1390564715,53676.4442964266,-4615.75330653255,39191.3086101317,55147.2747427664,72.3252875468496,796.20613270344,102.680662118588,45277.9870200908,58768.3150103471,-6557.23141307699,42615.99835749,61430.3036729479,67.9047025799694
41,ID_028-Femur_R,792.353058696149,105.306996003085,47656.332835245,57771.9200866852,-12136.3221505934,39566.0622801301,65862.1906418002,56.3119291137293,810.808804699761,105.299991813025,42742.038628157,68974.8732443189,-10550.8729878057,39025.1162852794,72691.7955871965,70.5933648007912
42,ID_029-Femur_R,1103.0802662198,131.953089974787,98153.7502344385,118678.930258823,32044.0607309942,74769.0137274256,142063.666765835,-53.8792209045014,852.237852198641,106.92163785265,47697.8628157196,73301.7437994346,-5522.1601768201,46557.6394376637,74441.9671774905,78.3334425970426
43,ID_030-Femur_L,877.820267711919,113.933262446064,66155.1468895592,61115.4913729494,-4601.69344002126,58388.8808682554,68881.7573942531,30.6477288180016,771.595275907783,104.250092290203,35015.0327566952,71633.5899464891,13425.6464725268,30620.1781183938,76028.4445847905,-71.874259241345
44,ID_030-Femur_R,764.379247795129,108.012572266675,42629.6344581655,54768.694496303,-1104.33349084213,42529.9872945483,54868.3416599202,84.8440013143309,776.992897204482,104.226821604807,36396.3149772071,71114.3933415602,-14221.5717319239,31314.5577418186,76196.1505769487,70.3367991189538
45,ID_031-Femur_L,779.117023440741,102.639005227949,42479.5001811545,57464.6249681734,6009.25909392478,40367.3925606265,59576.7325887014,-70.6346721543353,846.152606452073,104.860909830849,49278.625503088,67254.510292331,1485.08881737058,49156.7601453739,67376.375650045,-85.3088588801461
46,ID_031-Femur_R,777.295266136131,104.232319320342,45744.4088658813,55141.8076795314,-9456.99889734718,39883.155419586,61003.0611258267,58.2102164835379,799.064964777642,102.179670900375,43769.7770835985,60288.8473903369,-1438.89068633133,43645.37954658,60413.2449273554,85.0588493893753
47,ID_032-Femur_L,748.274055551515,104.808005447186,35121.8538647016,60219.0538304709,1119.06606056282,35072.0543310462,60268.8533641263,-87.4519629046861,718.047753941981,98.2430292563477,38685.484690321,46180.7251164099,5838.3336312066,35495.4686452082,49370.7411615227,-61.3481813703647
48,ID_032-Femur_R,784.865334785567,106.001713384488,42304.053721137,59674.8785566261,35.7346461268896,42303.9802093986,59674.9520683644,-89.8821338150533,761.203572078646,100.609145663624,41457.3686346022,53163.3436025205,-3413.25996904873,40534.8261685358,54085.8860685869,74.8753705230551
49,ID_033-Femur_L,706.128035571078,97.8877591838693,41675.7490919936,40737.4178486671,9399.79670236504,31795.0854797688,50618.0814608919,-43.5713031003284,661.668485679582,93.7090732342266,29856.4504592811,42314.240271132,2542.84396944634,29357.4045805374,42813.2861498756,-78.8965344570576
50,ID_033-Femur_R,667.469013092681,95.1738357930078,37817.0176498986,35665.6549534028,-8265.40357076618,28406.2306304188,45076.4419728827,41.2925259027864,609.002684450664,90.111416687334,24364.7361289602,37303.8214291549,-2367.60631521272,23945.1175989672,37723.439959148,79.9496489037766
51,ID_034-Femur_L,817.545674612673,108.875311771214,53474.617591589,56892.0050215932,4639.58373568804,50239.0852344794,60127.5373787028,-55.109022870457,673.463709363311,95.7982095814148,28921.428762749,47846.6693636618,3394.29454897515,28331.0684884797,48437.0296379311,-80.1334036750019
52,ID_034-Femur_R,808.772535185208,105.821152991843,48184.3133217722,58674.8132207676,-1786.2738835479,47888.4964588455,58970.6300836943,80.5968424698708,716.039606421174,99.2063431548051,31938.3712658361,55532.7685477416,-4389.27281296954,31148.290152975,56322.8496606026,79.7958744686671
53,ID_036-Femur_L,618.373994233204,92.0282695201663,27803.1377639983,35558.9999428977,6150.78171651428,24409.8608892424,38952.2768176536,-61.1152597785443,655.427776552709,94.7837710688729,26808.4079458612,46482.4394267381,5163.7686495176,25535.4558491106,47755.3915234886,-76.1517809535874
54,ID_037-Femur_L,802.406699468634,110.500529064762,43311.7548125557,66872.7703486895,6421.89156282566,41675.0700830031,68509.4550782421,-75.7019679555479,648.295881713679,93.136426623517,26439.6396073901,44201.1726963493,4358.17353451073,25427.8993424478,45212.9129612915,-76.930415041245
55,ID_037-Femur_R,858.584333737661,117.015559039517,51241.0989520914,80668.0637211637,-13300.4218186105,46120.5755780061,85788.5870952489,68.9438159978083,615.786555889307,90.9741516897602,23763.4878915107,40261.2162395994,-4561.25682722242,22586.3866505052,41438.3174806049,75.5296740435485
56,ID_038-Femur_L,932.785812233292,121.613686400849,65968.657776666,82170.9436420229,-4822.78125474525,64641.7714430127,83497.8299756762,74.6168846601204,838.71181882997,104.849441735745,47288.3994735312,69126.6351510416,10078.6948755564,43347.9337120913,73067.1009124815,-68.646000335338
57,ID_038-Femur_R,1023.29229323093,125.731241833966,69303.0279075913,110134.170680642,5273.26808248912,68632.9901896086,110804.208398625,-82.7586257689895,809.61397793057,102.704358686163,44964.8069741015,62774.616494179,-8929.19569292877,41259.0866700136,66480.3367982668,67.4609801717209
58,ID_039-Femur_L,828.923831846922,107.788582746965,53801.1456545532,59498.5952602734,4110.87920677773,51648.4145838553,61651.3263309713,-62.3604406371533,827.151051932173,105.514294098827,54588.1148029662,57482.2326050599,6429.32799455801,49445.0114962441,62625.335911782,-51.3421430593892
59,ID_039-Femur_R,817.994959474129,105.511882054467,52423.9127371066,56983.9952925901,416.980313675434,52386.0970714199,57021.8109582767,-84.8180594474176,815.370749204073,103.637896030991,52131.2119265049,56018.180297765,-5989.21002741455,47778.0487873852,60371.3434368846,53.9890607688581
60,ID_040-Femur_L,685.437804275257,95.0790850907939,38629.1205746438,37527.0769482418,5589.63465400844,32461.3701224648,43694.8274004208,-42.1850084858932,685.743663100521,95.7077601589469,31518.2490161247,46808.6624465769,6509.62977530976,29122.3170742992,49204.5943884025,-69.7933757215483
61,ID_040-Femur_R,725.859177224242,99.6076052715954,41648.8034888951,45434.6438021072,-9569.55553209733,33786.7485147702,53296.6987762321,50.5945181984739,692.555376194631,96.2738247982454,31724.057914391,48450.9409962584,-6384.38414869973,29565.7355648554,50609.263345794,71.3215210292911
62,ID_041-Femur_L,652.559099234042,94.1343923175012,31542.5269867888,38720.879895998,5946.06388864944,28186.3551139019,42077.0517688849,-60.5580576547801,732.945846116036,100.161404989728,35273.7024247756,55738.0341202209,6955.32726759978,33133.5687556453,57878.1677893512,-72.8970229137062
63,ID_041-Femur_R,690.552778578071,96.0398541780641,35784.0513364008,41916.3664753145,-3872.8926669915,33910.5105496041,43789.9072621112,64.1842771639821,755.137763359683,101.150598381862,37441.9732828753,58078.8868019059,-4630.3794253123,36450.6571215781,59070.2029632031,77.9159855911891
64,ID_042-Femur_L,697.625667228325,95.4124234034023,34796.1754014474,43698.9169371271,-593.374937134852,34756.8006266408,43738.2917119337,86.2035709539482,818.944707923269,108.808901959289,38484.2773544255,81340.1914057472,8025.2644640095,37030.7525222419,82793.7162379308,-79.7339575699435
65,ID_042-Femur_R,647.781730629025,91.9395057264623,31639.0716736772,35737.201366782,-900.926372021349,31449.7587430927,35926.5142973665,78.133009741155,802.21162222936,106.609901747845,36501.9225844085,77756.6366255651,-7886.72047534805,35045.6155631962,79212.9436467774,79.538003764958
66,ID_043-Femur_L,858.941846558516,111.507279736091,46615.2843654037,78671.1129318255,2429.17669873234,46432.2475443882,78854.149752841,-85.6909443791145,923.628999804383,112.227720855156,54443.80036735,89511.6962411055,5182.42455569277,53693.9616469571,90261.5349614984,-81.7670775778365
67,ID_043-Femur_R,862.246133519997,112.297276325211,47198.7045938045,77904.6110954697,-1399.00299566116,47135.0958769311,77968.2198123431,87.396715554019,947.056780340464,115.274922981889,54911.5126734976,98802.306063484,-2398.97116670062,54780.7797539212,98933.0389830605,86.8807283272487
68,ID_044-Femur_L,872.103612697559,112.949726458298,47199.0423818061,83338.4842272202,-6705.38989696246,45995.0229333553,84542.503675671,79.8204501106374,770.425179443958,98.9822603860157,45255.3874410635,49865.996497008,4416.09160876652,42579.0964351021,52542.2875029694,-58.7828132672928
69,ID_044-Femur_R,936.877561157212,118.813145679509,62743.666054551,85381.7695672536,6141.81057890208,61184.7222428772,86940.7133789273,-75.7576891157195,802.12798521301,100.975160359673,49883.9257612993,53072.5083788412,-3315.75465807806,47799.0875901812,55157.3465499593,57.8396604446725
70,ID_045-Femur_L,859.685815244472,108.121025773864,53352.8589771737,67738.9231533271,7490.75369784258,50160.7525692146,70931.0295612861,-66.9192282900028,889.489131280156,106.982000156322,55282.0985701564,73211.9782278989,7101.07220188332,52810.4579419311,75683.6188561241,-70.8087388423916
71,ID_045-Femur_R,986.479052914197,120.852504725429,68852.2465665242,94190.0652457018,4879.52137115991,67945.0374377758,95097.2743744502,-79.4677258614614,922.751271855014,110.257397183265,60384.1105787338,79427.9855604673,-10816.751021085,55495.3091491941,84316.786990007,65.6786591535064
72,ID_046-Femur_L,1366.19130565921,146.359541254747,118818.11834768,212482.720714425,-19448.754143144,114940.277824974,216360.561237131,78.7238095804641,1083.72485607655,119.443704835398,83020.1223610396,110915.328188337,16573.3207660188,75306.4559616916,118628.994587685,-65.0414728337684
73,ID_046-Femur_R,1380.92341525519,146.394533121426,118303.067287494,229395.113264674,39153.0945049732,105890.827502788,241807.353049379,-72.410442354084,1062.56634796685,118.253148723803,76897.4350852719,110215.469091126,-15936.793213634,70502.0766805254,116610.827495872,68.1346460646328
74,ID_047-Femur_L,586.436994465009,93.8897401407904,21031.9079501217,38829.5930562963,-2065.16941682336,20795.4167104667,39066.0842959513,83.4672756592089,667.389096289099,96.7997956870078,25951.9960433925,52573.6387438108,6876.95147152212,24280.4802408456,54245.1545463577,-76.3385745566581
75,ID_047-Femur_R,566.072539549061,92.5225811875119,21228.9517272591,34301.3336146691,-4023.52983388939,20089.8195913297,35440.4657505986,74.1922484251472,658.792621916431,95.0871240786598,25677.2215552482,49431.9457566127,-5810.54848037866,24332.0950810231,50777.0722308378,76.9657816639936
76,ID_048-Femur_L,626.205779090781,94.3484537552447,32231.6551976749,34820.0486645713,9798.06825837395,23642.6800323538,43409.0238298924,-48.7622327817821,645.951654294533,93.5760172687637,31715.9977233122,37032.4394902862,2256.23281568306,30887.5690998984,37860.8681137,-69.8381090361663
77,ID_048-Femur_R,641.961886047768,95.0976582260808,31809.8391837837,37296.1534263322,-8252.11469254361,25856.8875263632,43249.1050837527,54.193885494934,659.008014298035,94.5056405203641,33294.1809531978,38201.8133108913,-276.442720613914,33278.6582696463,38217.3359944428,86.7861288760749
78,ID_049-Femur_L,893.907952937342,108.383819683685,61967.0953037141,66527.8060649978,4302.0206248292,59378.425923844,69116.4754448678,-58.9632736192524,1046.51426562695,118.954037816726,70521.5133683405,113661.500826319,9516.55293738939,68515.4724587657,115667.541735894,-78.0966066311041
79,ID_049-Femur_R,876.387737930472,107.991242940185,58243.7801077201,65256.5716428301,358.892860013069,58225.4609415966,65274.8908089536,-87.0779559172936,1034.80346820977,119.224745991214,70001.6451971779,110961.185442758,-11277.3645277594,67101.9385299649,113860.892109971,75.5801183498503
80,ID_050-Femur_L,692.255465826262,95.5164246283502,35845.1529482179,41573.3075300655,3566.72444720084,34134.9038394796,43283.5566388038,-64.3822202515587,852.222833752111,105.734727516784,49753.7144493565,69161.3480894485,5305.47489916131,48398.0500526981,70517.0124861069,-75.66638108722
81,ID_050-Femur_R,684.88777730055,95.7900961780994,36328.8046905263,39598.0448670125,-3105.59143415147,34453.911851202,41472.9377063368,58.8799802338978,870.821463731884,106.750097077666,52504.2436208136,71686.2659582126,-6339.87992698649,50598.2302732861,73592.2793057401,73.2671877160377
82,ID_051-Femur_L,779.823932074595,104.918327640886,45357.5892413205,55633.0029478714,-5989.54139748861,42604.1214125589,58386.470776633,65.311160792658,878.576636795595,107.014378102958,51970.3288335872,74588.7610857798,7147.93426838245,49900.780678485,76658.309240882,-73.8526341861411
83,ID_051-Femur_R,820.832669904712,109.388714887145,49452.1544640562,64109.3144330075,6848.06043096669,46750.5791030236,66810.8897940402,-68.4706533166289,885.863393631065,107.694457831636,52463.0039207021,76898.1958959114,-9963.42263125707,48915.4661554527,80445.7336611609,70.4014159652508
84,ID_052-Femur_L,870.878405706943,113.461125600044,56102.3945481448,69769.2439646232,6702.87060005942,53363.7678814531,72507.8706313148,-67.7762930070821,870.797003691414,109.262517261143,43910.5964623208,87836.2055203279,11199.8688144341,41219.7634455229,90527.0385371258,-76.490411542493
85,ID_052-Femur_R,828.896665031224,108.497146541156,53991.6484895826,58897.5676289486,-6471.53237187901,49523.7886070058,63365.4275115254,55.3793171235278,822.015478231612,106.827795625088,37431.560056096,81327.001717907,-7090.84506400996,36314.534337491,82444.027436512,81.0477254844768
86,ID_053-Femur_L,626.273850859031,91.9743083276345,32227.7162429256,31471.7912287893,4362.7527204468,27470.6594280679,36228.848043647,-42.5243015004972,644.696079477758,93.8828321413744,24007.3760122369,48079.0112868109,5789.98634184468,22687.1145827927,49399.2727162551,-77.1547574872786
87,ID_053-Femur_R,587.539871920035,89.1275558695502,28110.7687275897,28313.9737844778,-4169.77476001102,24041.3588342096,32383.3836778579,45.6979087257829,655.900827028973,94.267529957847,24887.6500805178,49201.1648287429,-5110.22738324849,23857.2480273108,50231.5668819499,78.6000057402183
88,ID_054-Femur_L,776.106792042256,104.313180133476,48961.5046687166,51001.2342631091,11178.7802281649,38756.1633834318,61206.5755483939,-47.6063949202805,813.383570950965,104.986756852815,40446.2347692827,71335.6814694838,2322.85734646511,40272.5348438676,71509.3813948989,-85.7234635383496
89,ID_054-Femur_R,818.298450584941,107.065927364031,50985.1735413611,59259.5839436268,-7162.40401911109,46850.9521297953,63393.8053551926,60.0059668606568,793.076123201368,102.551865075508,42147.3992559177,61898.6412535188,-5651.17688830619,40644.8090449157,63401.2314645208,75.1101477082353
90,ID_055-Femur_L,915.527431344689,112.328611323467,55367.9977891421,83594.1002624084,-5303.92982715427,54404.2494045291,84557.8486470215,79.7014538270845,950.971002122094,112.141525248302,63112.7486979635,84745.9275766434,2993.89271511939,62706.0587284637,85152.6175461432,-82.2642983252054
91,ID_055-Femur_R,972.981496848002,117.97933560213,62094.6222916467,96328.406560136,7707.39195855171,60439.4104644779,97983.6183873048,-77.879460534933,987.648789810242,114.496400461191,66504.8691927402,94076.1079743773,-5835.79823631946,65320.5238860873,95260.4532810302,78.5279207996419
92,ID_060-Femur_L,770.727221679701,108.831977214152,37914.1034562823,68036.0862077234,-11198.9172995338,34206.7915016183,71743.3981623875,71.6832877615345,707.330219629715,97.2745472597056,33118.5811479973,50233.8592833863,5401.96416792073,31556.2200534176,51796.2203779661,-73.8690242535865
93,ID_060-Femur_R,789.532642057922,108.330732070391,43705.5370528526,64575.7054922525,12801.5591321091,37624.844000952,70656.3985441531,-64.5924554807925,686.179705312927,96.4600732899782,29897.3058880412,49846.5675588146,-5570.82769337614,28447.0786721638,51296.794774692,75.4083287213454
94,ID_061-Femur_L,608.896964510938,89.7863286473804,25985.6901122775,34384.3065681509,2362.88437729977,25366.5533448133,35003.4433356151,-75.3171150176631,650.721983679797,93.4039439893364,27274.4210387848,44156.2077278836,5903.28110278522,25414.9547666723,46015.6739999961,-72.5161666945064
95,ID_061-Femur_R,593.655772102659,89.2178058810729,25219.0219740719,32136.9816291416,-2165.36559004279,24597.1502255464,32758.8533776672,73.9764538123497,661.119080786006,94.2087561306905,27378.4936314468,46287.6307003024,-4566.68382874209,26333.373248393,47332.7510833562,77.1094161127227
96,ID_062-Femur_L,1046.12980001697,126.421263349088,72960.5808373922,116694.856985899,-18272.1047172384,66331.3763681508,123324.061455141,70.0589932461971,922.303993972791,111.888564301566,55254.1761823897,88116.4555372281,8955.63444981783,52972.0654874758,90398.5662321419,-75.7039163163288
97,ID_062-Femur_R,1077.87392645883,132.11580305446,71364.0567082435,137503.153268155,13181.336403045,68833.8486293341,140033.361347064,-79.1340256757201,978.562538919861,115.079997520733,65513.3440415374,95096.4629159962,-10366.6731453374,62242.2862075254,98367.5207500082,72.4876423526135
98,ID_063-Femur_L,812.006893880403,109.943863506717,55627.6668965773,56517.2177004984,14406.1637533917,41659.4141903392,70485.4704067365,-45.8841930917451,825.267931819984,104.940826505706,43122.5862429207,71030.6024190559,6563.70827720187,41655.9390897197,72497.2495722569,-77.4042856026388
99,ID_063-Femur_R,778.649045845891,104.505299214852,47697.9068783575,53120.0438824381,-9512.4246882207,40517.7613056835,60300.189455112,52.9538524683198,835.819290451837,105.447941550284,44279.505520571,72659.3992563773,-7599.50053546883,42372.651448458,74566.2533284903,75.914245262958
